benchmark,language,input_size,trial,kernel_time_ms,h2d_time_ms,d2h_time_ms,gflops,bandwidth_gbps
parallel_reduction_rayon,rust,1000000,7,0.10402933505154639,0.0,0.0,0.0,0.0
parallel_reduction_rayon,rust,1000000,8,0.08879223195876289,0.0,0.0,0.0,0.0
parallel_reduction_rayon,rust,1000000,9,0.08554531804123712,0.0,0.0,0.0,0.0
matmul_naive,rust,512,0,18.500859,0.0,0.0,0.0,0.0
matmul_naive,rust,512,1,18.575097,0.0,0.0,0.0,0.0
matmul_naive,rust,512,2,18.56223233333333,0.0,0.0,0.0,0.0
matmul_naive,rust,512,3,18.57947275,0.0,0.0,0.0,0.0
matmul_naive,rust,512,4,18.573634600000002,0.0,0.0,0.0,0.0
matmul_naive,rust,512,5,18.571152666666666,0.0,0.0,0.0,0.0
matmul_naive,rust,512,6,18.57518285714286,0.0,0.0,0.0,0.0
matmul_naive,rust,512,7,18.5780465,0.0,0.0,0.0,0.0
matmul_naive,rust,512,8,18.567302222222224,0.0,0.0,0.0,0.0
matmul_naive,rust,512,9,18.5731895,0.0,0.0,0.0,0.0
mergesort_recursive,rust,1000000,0,54.087925,0.0,0.0,0.0,0.0
mergesort_recursive,rust,1000000,1,54.0387725,0.0,0.0,0.0,0.0
mergesort_recursive,rust,1000000,2,53.7213975,0.0,0.0,0.0,0.0
mergesort_recursive,rust,1000000,3,53.385801,0.0,0.0,0.0,0.0
mergesort_recursive,rust,1000000,4,53.394117,0.0,0.0,0.0,0.0
mergesort_recursive,rust,1000000,5,53.3681415,0.0,0.0,0.0,0.0
mergesort_recursive,rust,1000000,6,53.3666515,0.0,0.0,0.0,0.0
mergesort_recursive,rust,1000000,7,53.357209,0.0,0.0,0.0,0.0
mergesort_recursive,rust,1000000,8,53.395541,0.0,0.0,0.0,0.0
mergesort_recursive,rust,1000000,9,53.358868,0.0,0.0,0.0,0.0
nbody_5_timesteps,rust,1024,0,10.0468565,0.0,0.0,0.0,0.0
nbody_5_timesteps,rust,1024,1,10.038762,0.0,0.0,0.0,0.0
nbody_5_timesteps,rust,1024,2,10.1519965,0.0,0.0,0.0,0.0
nbody_5_timesteps,rust,1024,3,10.070570625,0.0,0.0,0.0,0.0
nbody_5_timesteps,rust,1024,4,10.0525778,0.0,0.0,0.0,0.0
nbody_5_timesteps,rust,1024,5,10.048265,0.0,0.0,0.0,0.0
nbody_5_timesteps,rust,1024,6,10.051545714285714,0.0,0.0,0.0,0.0
nbody_5_timesteps,rust,1024,7,10.051141125,0.0,0.0,0.0,0.0
nbody_5_timesteps,rust,1024,8,10.050364555555555,0.0,0.0,0.0,0.0
nbody_5_timesteps,rust,1024,9,10.0509223,0.0,0.0,0.0,0.0
nbody_single_step,rust,1024,0,2.0221803333333335,0.0,0.0,0.0,0.0
nbody_single_step,rust,1024,1,2.024569666666667,0.0,0.0,0.0,0.0
nbody_single_step,rust,1024,2,2.034198148148148,0.0,0.0,0.0,0.0
nbody_single_step,rust,1024,3,2.022799861111111,0.0,0.0,0.0,0.0
nbody_single_step,rust,1024,4,2.017904288888889,0.0,0.0,0.0,0.0
nbody_single_step,rust,1024,5,2.019693851851852,0.0,0.0,0.0,0.0
nbody_single_step,rust,1024,6,2.019732492063492,0.0,0.0,0.0,0.0
nbody_single_step,rust,1024,7,2.022262347222222,0.0,0.0,0.0,0.0
nbody_single_step,rust,1024,8,2.0205322716049383,0.0,0.0,0.0,0.0
nbody_single_step,rust,1024,9,2.018230088888889,0.0,0.0,0.0,0.0
